type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct,Re_cleaned,Rct_cleaned
discharge,[2010.       4.      14.      16.      43.      39.921],24,B0038,0,2291,02291.csv,0.8980573709676724,,,,
impedance,[2010.       4.      14.      17.       5.      25.843],24,B0038,1,2292,02292.csv,,0.1074122562791147,0.1942254966963916,0.1074122562791147,0.1942254966963916
charge,[2010.       4.      14.      17.      37.      11.265],24,B0038,2,2293,02293.csv,,,,,
impedance,[2010.       4.      14.      20.      38.      28.218],24,B0038,3,2294,02294.csv,,0.1354086646263523,0.165173115662009,0.1354086646263523,0.165173115662009
discharge,[2010.       4.      14.      21.      10.      11.125],24,B0038,4,2295,02295.csv,1.1026236331914077,,,,
charge,[2010.       4.      14.      21.      36.      20.609],24,B0038,5,2296,02296.csv,,,,,
discharge,[2010.       4.      15.       0.      37.      31.546],24,B0038,6,2297,02297.csv,1.0885801879473431,,,,
charge,[2.0100e+03 4.0000e+00 1.5000e+01 1.0000e+00 3.0000e+00 3.1015e+01],24,B0038,7,2298,02298.csv,,,,,
discharge,[2010.       4.      15.       4.       4.      41.296],24,B0038,8,2299,02299.csv,1.0613249847591086,,,,
charge,[2010.       4.      15.       4.      30.      29.515],24,B0038,9,2300,02300.csv,,,,,
discharge,[2010.      4.     15.      7.     31.     40.14],24,B0038,10,2301,02301.csv,1.0347062057983545,,,,
charge,[2010.       4.      15.       7.      57.      17.515],24,B0038,11,2302,02302.csv,,,,,
discharge,[2010.     4.    15.    10.    58.    27.5],24,B0038,12,2303,02303.csv,1.0269978594353013,,,,
impedance,[2010.       4.      15.      11.      27.      45.375],24,B0038,13,2304,02304.csv,,0.1389866409231137,0.1615954559935368,0.1389866409231137,0.1615954559935368
charge,[2010.       4.      15.      11.      59.      29.078],24,B0038,14,2305,02305.csv,,,,,
impedance,[2010.       4.      15.      15.       4.      41.281],24,B0038,15,2306,02306.csv,,0.1409589153170984,0.1633585736118174,0.1409589153170984,0.1633585736118174
discharge,[2.01e+03 4.00e+00 1.60e+01 1.20e+01 1.50e+01 2.81e-01],24,B0038,16,2307,02307.csv,1.0785019710989419,,,,
impedance,[2010.       4.      16.      12.      39.      51.906],24,B0038,17,2308,02308.csv,,0.1385377431903669,0.1618850589403124,0.1385377431903669,0.1618850589403124
charge,[2010.       4.      16.      13.      11.      35.703],24,B0038,18,2309,02309.csv,,,,,
impedance,[2010.       4.      16.      16.      16.      47.734],24,B0038,19,2310,02310.csv,,0.1390604486837707,0.1644415450645243,0.1390604486837707,0.1644415450645243
discharge,[2010.       4.      16.      16.      48.      31.734],24,B0038,20,2311,02311.csv,1.0638897478802845,,,,
charge,[2010.       4.      16.      17.      13.      49.265],24,B0038,21,2312,02312.csv,,,,,
discharge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 1.50e+01 4.06e-01],24,B0038,22,2313,02313.csv,1.0366551223324423,,,,
charge,[2.01e+03 4.00e+00 1.60e+01 2.00e+01 4.00e+01 1.75e+00],24,B0038,23,2314,02314.csv,,,,,
discharge,[2010.       4.      16.      23.      41.      13.937],24,B0038,24,2315,02315.csv,1.030941327482094,,,,
charge,[2010.       4.      17.       0.       5.      52.375],24,B0038,25,2316,02316.csv,,,,,
discharge,[2010.      4.     17.      3.      7.      6.64],24,B0038,26,2317,02317.csv,1.0140084541034655,,,,
charge,[2010.       4.      17.       3.      31.      41.546],24,B0038,27,2318,02318.csv,,,,,
discharge,[2010.       4.      17.       6.      32.      52.968],24,B0038,28,2319,02319.csv,1.008516095994519,,,,
impedance,[2.010e+03 4.000e+00 1.700e+01 7.000e+00 1.000e+00 1.575e+01],24,B0038,29,2320,02320.csv,,0.1406855604946799,0.1621642589164747,0.1406855604946799,0.1621642589164747
charge,[2.01e+03 4.00e+00 1.70e+01 7.00e+00 3.30e+01 3.10e-02],24,B0038,30,2321,02321.csv,,,,,
impedance,[2010.       4.      17.      10.      38.      12.078],24,B0038,31,2322,02322.csv,,0.1417566616272736,0.1655805616844977,0.1417566616272736,0.1655805616844977
discharge,[2010.       4.      21.      13.      51.      46.531],44,B0038,32,2323,02323.csv,1.7419245088095903,,,,
impedance,[2010.       4.      21.      15.      43.      24.515],24,B0038,33,2324,02324.csv,,0.1527239902869281,0.1700387050074027,0.1527239902869281,0.1700387050074027
charge,[2010.      4.     21.     16.     15.      8.89],44,B0038,34,2325,02325.csv,,,,,
impedance,[2010.       4.      21.      18.      57.      26.593],24,B0038,35,2326,02326.csv,,0.1442799845227066,0.1557451124738889,0.1442799845227066,0.1557451124738889
discharge,[2010    4   21   19   29   11],44,B0038,36,2327,02327.csv,1.779741859708433,,,,
charge,[2010.       4.      21.      21.      20.       8.062],44,B0038,37,2328,02328.csv,,,,,
discharge,[2010.       4.      21.      23.      57.       8.859],44,B0038,38,2329,02329.csv,1.7815666306452766,,,,
charge,[2.010e+03 4.000e+00 2.200e+01 1.000e+00 4.800e+01 2.578e+00],44,B0038,39,2330,02330.csv,,,,,
discharge,[2010.       4.      22.       4.      30.      34.312],44,B0038,40,2331,02331.csv,1.7834859577156017,,,,
charge,[2010.       4.      22.       6.      21.      26.218],44,B0038,41,2332,02332.csv,,,,,
discharge,[2010.       4.      22.       8.      59.      11.468],44,B0038,42,2333,02333.csv,1.7864411650415675,,,,
charge,[2010.       4.      22.      10.      49.      53.203],44,B0038,43,2334,02334.csv,,,,,
discharge,[2010.       4.      22.      13.      28.      29.546],44,B0038,44,2335,02335.csv,1.7859997608067948,,,,
impedance,[2010.       4.      22.      15.      23.      20.265],24,B0038,45,2336,02336.csv,,0.1491780018586406,0.1697497697250293,0.1491780018586406,0.1697497697250293
charge,[2010.       4.      22.      15.      55.       5.187],44,B0038,46,2337,02337.csv,,,,,
impedance,[2010.      4.     22.     18.     36.     48.75],24,B0038,47,2338,02338.csv,,0.1464874217828299,0.1580545419252342,0.1464874217828299,0.1580545419252342
discharge,[2010.       4.      23.      16.      52.      59.406],44,B0038,48,2339,02339.csv,1.7769523773001608,,,,
impedance,[2010.       4.      23.      18.      45.      33.031],24,B0038,49,2340,02340.csv,,0.1501273609941134,0.1691344665498041,0.1501273609941134,0.1691344665498041
charge,[2010.       4.      23.      19.      17.      17.953],44,B0038,50,2341,02341.csv,,,,,
impedance,[2010.       4.      23.      21.      59.      15.687],24,B0038,51,2342,02342.csv,,0.1455291574783139,0.1573004337390157,0.1455291574783139,0.1573004337390157
discharge,[2010    4   23   22   31    1],44,B0038,52,2343,02343.csv,1.781428917321899,,,,
charge,[2010.       4.      24.       0.      21.      39.015],44,B0038,53,2344,02344.csv,,,,,
discharge,[2.0100e+03 4.0000e+00 2.4000e+01 2.0000e+00 5.8000e+01 5.5031e+01],44,B0038,54,2345,02345.csv,1.7859452772697197,,,,
charge,[2010.       4.      24.       4.      49.      39.921],44,B0038,55,2346,02346.csv,,,,,
discharge,[2010.       4.      24.       7.      27.      28.203],44,B0038,56,2347,02347.csv,1.785208429691551,,,,
charge,[2010.       4.      24.       9.      18.      11.328],44,B0038,57,2348,02348.csv,,,,,
discharge,[2010.      4.     24.     11.     56.     33.14],44,B0038,58,2349,02349.csv,1.783596609584544,,,,
charge,[2010.       4.      24.      13.      47.      11.187],44,B0038,59,2350,02350.csv,,,,,
discharge,[2010.       4.      24.      16.      24.      41.656],44,B0038,60,2351,02351.csv,1.7796783152744713,,,,
impedance,[2010.       4.      24.      18.      19.       6.343],24,B0038,61,2352,02352.csv,,0.1494034901821383,0.1675946844088751,0.1494034901821383,0.1675946844088751
charge,[2010.       4.      24.      18.      50.      52.015],44,B0038,62,2353,02353.csv,,,,,
impedance,[2010.       4.      24.      21.      33.      55.265],24,B0038,63,2354,02354.csv,,0.1450098652315949,0.1581136878860872,0.1450098652315949,0.1581136878860872
discharge,[2010.       4.      24.      22.       5.      41.156],44,B0038,64,2355,02355.csv,1.7841102592788645,,,,
charge,[2.010e+03 4.000e+00 2.400e+01 2.300e+01 5.600e+01 1.906e+00],44,B0038,65,2356,02356.csv,,,,,
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 2.0000e+00 3.3000e+01 5.9171e+01],44,B0038,66,2357,02357.csv,1.7833032331592193,,,,
charge,[2010.       4.      25.       4.      24.      28.203],44,B0038,67,2358,02358.csv,,,,,
discharge,[2.0100e+03 4.0000e+00 2.5000e+01 7.0000e+00 2.0000e+00 2.6234e+01],44,B0038,68,2359,02359.csv,1.7796186141356956,,,,
charge,[2010.       4.      25.       8.      52.      42.531],44,B0038,69,2360,02360.csv,,,,,
discharge,[2010.       4.      25.      11.      31.       4.593],44,B0038,70,2361,02361.csv,1.7816592334352586,,,,
charge,[2010.       4.      25.      13.      21.      18.453],44,B0038,71,2362,02362.csv,,,,,
discharge,[2010.       4.      25.      16.       0.      19.781],44,B0038,72,2363,02363.csv,1.7775911304124035,,,,
impedance,[2010.       4.      25.      17.      54.      30.406],24,B0038,73,2364,02364.csv,,0.1499477886692712,0.1639249113700764,0.1499477886692712,0.1639249113700764
charge,[2010.       4.      25.      18.      26.      16.593],44,B0038,74,2365,02365.csv,,,,,
impedance,[2010.       4.      25.      21.      10.      12.703],24,B0038,75,2366,02366.csv,,0.1458467317489905,0.1571041662792431,0.1458467317489905,0.1571041662792431
discharge,[2010.       4.      25.      21.      41.      58.937],44,B0038,76,2367,02367.csv,1.777701881971679,,,,
charge,[2.01e+03 4.00e+00 2.50e+01 2.30e+01 3.20e+01 5.31e-01],44,B0038,77,2368,02368.csv,,,,,
discharge,[2.0100e+03 4.0000e+00 2.6000e+01 2.0000e+00 1.9000e+01 2.2218e+01],44,B0038,78,2369,02369.csv,1.7789547618270618,,,,
charge,[2010.       4.      26.       4.       9.      40.156],44,B0038,79,2370,02370.csv,,,,,
discharge,[2010.       4.      26.       6.      50.      42.203],44,B0038,80,2371,02371.csv,1.7807753731135043,,,,
charge,[2010.       4.      26.       8.      40.      56.187],44,B0038,81,2372,02372.csv,,,,,
discharge,[2010.      4.     26.     11.     20.     44.75],44,B0038,82,2373,02373.csv,1.778415319026661,,,,
charge,[2010.       4.      26.      13.      10.      50.468],44,B0038,83,2374,02374.csv,,,,,
discharge,[2010.       4.      26.      15.      51.       7.953],44,B0038,84,2375,02375.csv,1.7789773899108463,,,,
impedance,[2010.       4.      26.      17.      45.       4.484],24,B0038,85,2376,02376.csv,,0.1481241817775254,0.1715318508299061,0.1481241817775254,0.1715318508299061
charge,[2010.      4.     26.     18.     16.     51.14],44,B0038,86,2377,02377.csv,,,,,
impedance,[2010.       4.      26.      21.       3.      28.609],24,B0038,87,2378,02378.csv,,0.1456213343445297,0.1578165945934228,0.1456213343445297,0.1578165945934228
discharge,[2010.       4.      26.      21.      35.      15.343],44,B0038,88,2379,02379.csv,1.7792479347236045,,,,
charge,[2010.       4.      26.      23.      25.       3.734],44,B0038,89,2380,02380.csv,,,,,
discharge,[2.0100e+03 4.0000e+00 2.7000e+01 2.0000e+00 5.0000e+00 4.1234e+01],44,B0038,90,2381,02381.csv,1.7779204573685081,,,,
charge,[2010.       4.      27.       3.      55.      37.234],44,B0038,91,2382,02382.csv,,,,,
discharge,[2010.       4.      27.       6.      36.       5.468],44,B0038,92,2383,02383.csv,1.779227040224144,,,,
charge,[2010.       4.      27.       8.      25.      55.031],44,B0038,93,2384,02384.csv,,,,,
discharge,[2010.       4.      27.      11.       7.      40.968],44,B0038,94,2385,02385.csv,1.7760634320079352,,,,
charge,[2010.       4.      27.      12.      57.      30.421],44,B0038,95,2386,02386.csv,,,,,
discharge,[2010.       4.      27.      15.      43.      29.625],44,B0038,96,2387,02387.csv,1.775103937963957,,,,
impedance,[2010.       4.      27.      17.      37.      16.015],24,B0038,97,2388,02388.csv,,0.1475629967032582,0.1716490552741841,0.1475629967032582,0.1716490552741841
charge,[2010.       4.      27.      18.       9.       3.375],44,B0038,98,2389,02389.csv,,,,,
impedance,[2010.       4.      27.      20.      57.      53.687],24,B0038,99,2390,02390.csv,,0.1452836701674513,0.1571691009282757,0.1452836701674513,0.1571691009282757
discharge,[2010.       4.      28.      13.      22.      57.656],44,B0038,100,2391,02391.csv,1.733064100138742,,,,
impedance,[2010.       4.      28.      14.      21.       8.187],24,B0038,101,2392,02392.csv,,0.146444823885942,0.1627451910609286,0.146444823885942,0.1627451910609286
charge,[2010.       4.      28.      14.      52.      55.562],44,B0038,102,2393,02393.csv,,,,,
impedance,[2010.       4.      28.      17.      34.      11.406],24,B0038,103,2394,02394.csv,,0.1461825969283644,0.158944262526129,0.1461825969283644,0.158944262526129
discharge,[2010.       4.      28.      18.       5.      58.859],44,B0038,104,2395,02395.csv,1.7394892806215223,,,,
charge,[2010.       4.      28.      19.       0.      20.687],44,B0038,105,2396,02396.csv,,,,,
discharge,[2010.       4.      28.      21.      37.      16.375],44,B0038,106,2397,02397.csv,1.7378064360392924,,,,
charge,[2010.       4.      28.      22.      31.      34.312],44,B0038,107,2398,02398.csv,,,,,
discharge,[2.01e+03 4.00e+00 2.90e+01 1.00e+00 8.00e+00 3.35e+01],44,B0038,108,2399,02399.csv,1.730028145799833,,,,
charge,[2.0100e+03 4.0000e+00 2.9000e+01 2.0000e+00 2.0000e+00 3.8281e+01],44,B0038,109,2400,02400.csv,,,,,
discharge,[2010.       4.      29.       4.      39.      21.156],44,B0038,110,2401,02401.csv,1.7290404566542985,,,,
charge,[2010.       4.      29.       5.      33.      24.531],44,B0038,111,2402,02402.csv,,,,,
discharge,[2010.       4.      29.       8.      11.       8.671],44,B0038,112,2403,02403.csv,1.7286072907068815,,,,
impedance,[2010.       4.      29.       9.       8.      59.468],24,B0038,113,2404,02404.csv,,0.1455848393689511,0.1621289850626931,0.1455848393689511,0.1621289850626931
charge,[2010.       4.      29.       9.      40.      47.281],44,B0038,114,2405,02405.csv,,,,,
impedance,[2.01e+03 4.00e+00 2.90e+01 1.20e+01 2.40e+01 5.78e-01],24,B0038,115,2406,02406.csv,,0.1467937683516624,0.15906437833902,0.1467937683516624,0.15906437833902
discharge,[2.010e+03 5.000e+00 4.000e+00 1.300e+01 2.200e+01 1.921e+00],44,B0038,116,2407,02407.csv,1.52573884649634,,,,
impedance,[2010.       5.       4.      13.      52.      15.937],24,B0038,117,2408,02408.csv,,0.156166985593236,0.1687487221470342,0.156166985593236,0.1687487221470342
charge,[2010.       5.       4.      14.      24.       3.921],44,B0038,118,2409,02409.csv,,,,,
impedance,[2010.       5.       4.      16.      54.      50.843],24,B0038,119,2410,02410.csv,,0.1564431165662892,0.1688866280738168,0.1564431165662892,0.1688866280738168
discharge,[2010.       5.       4.      17.      26.      38.953],44,B0038,120,2411,02411.csv,1.5301475534434217,,,,
charge,[2010.       5.       4.      17.      52.      57.984],44,B0038,121,2412,02412.csv,,,,,
discharge,[2009.       6.      19.      17.      18.      16.015],24,B0033,0,2413,02413.csv,0.06842572240601812,,,,
impedance,[2009.       6.      19.      17.      54.      12.968],24,B0033,1,2414,02414.csv,,0.1036942575344758,0.1418732466241537,0.1036942575344758,0.1418732466241537
charge,[2009.      6.     19.     18.     25.     58.64],24,B0033,2,2415,02415.csv,,,,,
impedance,[2009.       6.      19.      21.      31.       7.671],24,B0033,3,2416,02416.csv,,0.1029842008945974,0.1311935104510101,0.1029842008945974,0.1311935104510101
discharge,[2.0090e+03 6.0000e+00 1.9000e+01 2.2000e+01 2.0000e+00 5.0609e+01],24,B0033,4,2417,02417.csv,0.6895699007862814,,,,
charge,[2009.       6.      19.      22.      58.      30.843],24,B0033,5,2418,02418.csv,,,,,
discharge,[2.009e+03 6.000e+00 2.000e+01 1.000e+00 5.900e+01 3.975e+01],24,B0033,6,2419,02419.csv,1.1610848192311252,,,,
charge,[2.0090e+03 6.0000e+00 2.0000e+01 2.0000e+00 5.5000e+01 2.5265e+01],24,B0033,7,2420,02420.csv,,,,,
discharge,[2009.       6.      20.       5.      55.      38.984],24,B0033,8,2421,02421.csv,1.2529393053824995,,,,
charge,[2009.       6.      20.       6.      51.      23.171],24,B0033,9,2422,02422.csv,,,,,
discharge,[2009.       6.      20.       9.      50.      35.156],24,B0033,10,2423,02423.csv,1.302918002447558,,,,
charge,[2009.       6.      20.      10.      46.       8.984],24,B0033,11,2424,02424.csv,,,,,
discharge,[2009.       6.      20.      13.      47.      19.156],24,B0033,12,2425,02425.csv,1.3218773211472525,,,,
impedance,[2009.       6.      20.      14.      46.      42.328],24,B0033,13,2426,02426.csv,,0.1139281863643267,0.1408666220524179,0.1139281863643267,0.1408666220524179
charge,[2009.       6.      20.      15.      18.      25.765],24,B0033,14,2427,02427.csv,,,,,
impedance,[2009.       6.      20.      18.      23.      38.703],24,B0033,15,2428,02428.csv,,0.1127111810781862,0.1389628488152857,0.1127111810781862,0.1389628488152857
discharge,[2009.       6.      20.      18.      55.      22.281],24,B0033,16,2429,02429.csv,1.2884694418301417,,,,
charge,[2009.       6.      20.      19.      50.      37.765],24,B0033,17,2430,02430.csv,,,,,
discharge,[2009.       6.      20.      22.      51.      49.984],24,B0033,18,2431,02431.csv,1.713169326386719,,,,
charge,[2009.       6.      20.      23.      47.       6.421],24,B0033,19,2432,02432.csv,,,,,
discharge,[2.0090e+03 6.0000e+00 2.1000e+01 2.0000e+00 4.8000e+01 2.0078e+01],24,B0033,20,2433,02433.csv,1.6560966776720512,,,,
charge,[2009.       6.      21.       3.      43.      37.421],24,B0033,21,2434,02434.csv,,,,,
discharge,[2009.       6.      21.       6.      44.      49.843],24,B0033,22,2435,02435.csv,1.6197297341990775,,,,
charge,[2.009e+03 6.000e+00 2.100e+01 7.000e+00 4.000e+01 1.625e+00],24,B0033,23,2436,02436.csv,,,,,
discharge,[2009.       6.      21.      10.      41.      15.046],24,B0033,24,2437,02437.csv,1.604655812282729,,,,
impedance,[2009.       6.      21.      11.      40.      22.859],24,B0033,25,2438,02438.csv,,0.0883155344749706,0.1133390226772187,0.0883155344749706,0.1133390226772187
charge,[2009.       6.      21.      12.      12.       7.046],24,B0033,26,2439,02439.csv,,,,,
impedance,[2009.       6.      21.      15.      17.      21.453],24,B0033,27,2440,02440.csv,,0.0886034476771538,0.1131994824699228,0.0886034476771538,0.1131994824699228
discharge,[2009.       6.      21.      15.      49.       5.796],24,B0033,28,2441,02441.csv,1.6255699769029337,,,,
charge,[2009.       6.      21.      16.      44.      12.312],24,B0033,29,2442,02442.csv,,,,,
discharge,[2009.       6.      21.      19.      45.      24.468],24,B0033,30,2443,02443.csv,1.5900967306245992,,,,
charge,[2009.       6.      21.      20.      40.      28.906],24,B0033,31,2444,02444.csv,,,,,
discharge,[2009.       6.      21.      23.      41.      43.609],24,B0033,32,2445,02445.csv,1.5739402299623984,,,,
charge,[2009.       6.      22.       0.      36.      42.578],24,B0033,33,2446,02446.csv,,,,,
discharge,[2009.       6.      22.       3.      37.      57.218],24,B0033,34,2447,02447.csv,1.5711303351557309,,,,
charge,[2009.      6.     22.      4.     32.     51.75],24,B0033,35,2448,02448.csv,,,,,
discharge,[2009.       6.      22.       7.      34.       6.234],24,B0033,36,2449,02449.csv,1.5897706153457416,,,,
impedance,[2009.       6.      22.       8.      33.       4.921],24,B0033,37,2450,02450.csv,,0.0772882947535611,0.1002665808515333,0.0772882947535611,0.1002665808515333
charge,[2009.       6.      22.       9.       4.      49.718],24,B0033,38,2451,02451.csv,,,,,
impedance,[2009.       6.      22.      12.      10.       3.484],24,B0033,39,2452,02452.csv,,0.0781380080118915,0.0992161368025628,0.0781380080118915,0.0992161368025628
discharge,[2009.       6.      22.      12.      41.      48.359],24,B0033,40,2453,02453.csv,1.6257378771074,,,,
charge,[2009.       6.      22.      13.      36.      56.609],24,B0033,41,2454,02454.csv,,,,,
discharge,[2009.       6.      22.      16.      38.      13.281],24,B0033,42,2455,02455.csv,1.6523506333962537,,,,
charge,[2009.       6.      22.      17.      33.      30.843],24,B0033,43,2456,02456.csv,,,,,
discharge,[2009.       6.      22.      20.      34.      46.062],24,B0033,44,2457,02457.csv,1.6143816761595386,,,,
charge,[2009.       6.      22.      21.      29.      47.796],24,B0033,45,2458,02458.csv,,,,,
discharge,[2009.       6.      23.       0.      31.       3.375],24,B0033,46,2459,02459.csv,1.58697453394504,,,,
charge,[2.0090e+03 6.0000e+00 2.3000e+01 1.0000e+00 2.5000e+01 5.0515e+01],24,B0033,47,2460,02460.csv,,,,,
discharge,[2009.       6.      23.       4.      27.       4.484],24,B0033,48,2461,02461.csv,1.5818355572787333,,,,
impedance,[2009.       6.      23.       5.      25.      42.796],24,B0033,49,2462,02462.csv,,0.0759181727295781,0.1002362825529747,0.0759181727295781,0.1002362825529747
charge,[2009.       6.      23.       5.      57.      28.093],24,B0033,50,2463,02463.csv,,,,,
impedance,[2.0090e+03 6.0000e+00 2.3000e+01 9.0000e+00 2.0000e+00 1.7546e+01],24,B0033,51,2464,02464.csv,,0.0767471487132981,0.0986940175975413,0.0767471487132981,0.0986940175975413
discharge,[2009.       6.      26.      15.      29.      34.968],24,B0033,52,2465,02465.csv,1.6919769406371152,,,,
impedance,[2009.       6.      26.      16.      28.      44.296],24,B0033,53,2466,02466.csv,,0.079094090152713,0.0982556000408517,0.079094090152713,0.0982556000408517
charge,[2009.       6.      26.      17.       0.      29.625],24,B0033,54,2467,02467.csv,,,,,
impedance,[2009.       6.      26.      20.       0.      38.765],24,B0033,55,2468,02468.csv,,0.0779538361922111,0.0981600123359747,0.0779538361922111,0.0981600123359747
discharge,[2009.       6.      26.      20.      32.      24.265],24,B0033,56,2469,02469.csv,1.6879483800354476,,,,
charge,[2.009e+03 6.000e+00 2.600e+01 2.100e+01 2.800e+01 1.531e+00],24,B0033,57,2470,02470.csv,,,,,
discharge,[2009.       6.      27.       0.      28.      29.453],24,B0033,58,2471,02471.csv,1.6586223007531458,,,,
charge,[2.0090e+03 6.0000e+00 2.7000e+01 1.0000e+00 2.3000e+01 5.9218e+01],24,B0033,59,2472,02472.csv,,,,,
discharge,[2009.       6.      27.       4.      25.      16.218],24,B0033,60,2473,02473.csv,1.6420179032789863,,,,
charge,[2009.       6.      27.       5.      20.      35.984],24,B0033,61,2474,02474.csv,,,,,
discharge,[2009.       6.      27.       8.      21.      51.234],24,B0033,62,2475,02475.csv,1.6381810791118743,,,,
charge,[2009.      6.     27.      9.     17.      4.25],24,B0033,63,2476,02476.csv,,,,,
discharge,[2009.     6.    27.    12.    18.    20.5],24,B0033,64,2477,02477.csv,1.6422892507912386,,,,
impedance,[2009.       6.      27.      13.      17.      23.515],24,B0033,65,2478,02478.csv,,0.0759076877216994,0.0985037315687698,0.0759076877216994,0.0985037315687698
charge,[2009.       6.      27.      13.      49.       9.515],24,B0033,66,2479,02479.csv,,,,,
impedance,[2009.       6.      27.      16.      54.      26.703],24,B0033,67,2480,02480.csv,,0.0778722131432379,0.0972564952705378,0.0778722131432379,0.0972564952705378
discharge,[2009.       6.      27.      17.      26.      12.718],24,B0033,68,2481,02481.csv,1.651270876264092,,,,
charge,[2009.       6.      27.      18.      21.      18.234],24,B0033,69,2482,02482.csv,,,,,
discharge,[2009.       6.      27.      21.      22.      21.781],24,B0033,70,2483,02483.csv,1.6326559297917211,,,,
charge,[2009.       6.      27.      22.      17.      17.406],24,B0033,71,2484,02484.csv,,,,,
discharge,[2.0090e+03 6.0000e+00 2.8000e+01 1.0000e+00 1.8000e+01 3.4656e+01],24,B0033,72,2485,02485.csv,1.6260888111680731,,,,
charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.0000e+00 1.3000e+01 3.0812e+01],24,B0033,73,2486,02486.csv,,,,,
discharge,[2009.      6.     28.      5.     14.     48.25],24,B0033,74,2487,02487.csv,1.6079292963823688,,,,
charge,[2009.       6.      28.       6.       9.      35.093],24,B0033,75,2488,02488.csv,,,,,
discharge,[2009.       6.      28.       9.      10.      46.125],24,B0033,76,2489,02489.csv,1.6125361114907395,,,,
impedance,[2009.       6.      28.      10.       9.      20.734],24,B0033,77,2490,02490.csv,,0.0753221618290781,0.0989969511978426,0.0753221618290781,0.0989969511978426
charge,[2009.       6.      28.      10.      41.       7.187],24,B0033,78,2491,02491.csv,,,,,
impedance,[2009.       6.      28.      13.      46.      26.406],24,B0033,79,2492,02492.csv,,0.0761301560017276,0.0981603976137327,0.0761301560017276,0.0981603976137327
discharge,[2009.       6.      28.      14.      18.      12.906],24,B0033,80,2493,02493.csv,1.6218384168987892,,,,
charge,[2009.       6.      28.      15.      12.      50.796],24,B0033,81,2494,02494.csv,,,,,
discharge,[2009.       6.      28.      18.      13.      23.984],24,B0033,82,2495,02495.csv,1.6145443029101134,,,,
charge,[2.009e+03 6.000e+00 2.800e+01 1.900e+01 8.000e+00 6.710e-01],24,B0033,83,2496,02496.csv,,,,,
discharge,[2009.       6.      28.      22.       7.      58.453],24,B0033,84,2497,02497.csv,1.5953958917107596,,,,
charge,[2.0090e+03 6.0000e+00 2.8000e+01 2.3000e+01 2.0000e+00 2.7281e+01],24,B0033,85,2498,02498.csv,,,,,
discharge,[2.009e+03 6.000e+00 2.900e+01 2.000e+00 3.000e+00 4.614e+01],24,B0033,86,2499,02499.csv,1.5877243027113057,,,,
charge,[2.0090e+03 6.0000e+00 2.9000e+01 2.0000e+00 5.8000e+01 1.3109e+01],24,B0033,87,2500,02500.csv,,,,,
discharge,[2009.       6.      29.       5.      59.      12.218],24,B0033,88,2501,02501.csv,1.5811840578305605,,,,
impedance,[2009.       6.      29.       6.      57.      31.187],24,B0033,89,2502,02502.csv,,0.0747071126652732,0.0981311432717828,0.0747071126652732,0.0981311432717828
charge,[2009.      6.     29.      7.     29.     18.39],24,B0033,90,2503,02503.csv,,,,,
impedance,[2009.       6.      29.      10.      34.      40.796],24,B0033,91,2504,02504.csv,,0.0770653853843182,0.0974835281416819,0.0770653853843182,0.0974835281416819
discharge,[2009.       6.      29.      11.       6.      27.906],24,B0033,92,2505,02505.csv,1.6128422608267754,,,,
charge,[2.009e+03 6.000e+00 2.900e+01 1.200e+01 1.000e+00 7.828e+00],24,B0033,93,2506,02506.csv,,,,,
discharge,[2009.       6.      29.      14.      59.      50.625],24,B0033,94,2507,02507.csv,1.61998606328022,,,,
charge,[2009.       6.      29.      15.      54.      32.859],24,B0033,95,2508,02508.csv,,,,,
discharge,[2009.       6.      29.      18.      50.      48.062],24,B0033,96,2509,02509.csv,1.6099381853611876,,,,
charge,[2009.      6.     29.     19.     45.     14.39],24,B0033,97,2510,02510.csv,,,,,
discharge,[2009.       6.      29.      22.      44.      42.875],24,B0033,98,2511,02511.csv,1.5770977539565159,,,,
charge,[2009.       6.      29.      23.      38.      55.953],24,B0033,99,2512,02512.csv,,,,,
discharge,[2.0090e+03 6.0000e+00 3.0000e+01 2.0000e+00 3.6000e+01 3.9734e+01],24,B0033,100,2513,02513.csv,1.5708599066554392,,,,
impedance,[2009.      6.     30.      3.     34.     42.89],24,B0033,101,2514,02514.csv,,0.0746306395869074,0.0986300175812244,0.0746306395869074,0.0986300175812244
charge,[2009.       6.      30.       4.       6.      30.343],24,B0033,102,2515,02515.csv,,,,,
impedance,[2009.       6.      30.       7.      11.      10.921],24,B0033,103,2516,02516.csv,,0.0751833989430717,0.0980921571175937,0.0751833989430717,0.0980921571175937
discharge,[2.0090e+03 7.0000e+00 1.0000e+00 1.1000e+01 1.5000e+01 2.3875e+01],24,B0033,104,2517,02517.csv,1.6261581345348248,,,,
impedance,[2.0090e+03 7.0000e+00 1.0000e+00 1.2000e+01 1.3000e+01 4.6546e+01],24,B0033,105,2518,02518.csv,,0.0765440171347942,0.0967930243522576,0.0765440171347942,0.0967930243522576
charge,[2.0090e+03 7.0000e+00 1.0000e+00 1.2000e+01 4.5000e+01 3.4265e+01],24,B0033,106,2519,02519.csv,,,,,
